id,author,updated_time,device,spent,stars,contents,net_support,heat,score
24416686,晚秋,2021-04-27,小米Redmi K30 5G,,4,新版本可能对萌新玩家不太友好，改动比以前大了不少，当然游戏还是十分有趣的，可玩性很高，娱乐，排位都有自主选择,0,0.0,8
24416580,恶魔的爱,2021-04-27,Vivo 1818,120001.0,1,王者荣耀不行了，不能玩就别出了，还给我弄了实名制，我都弄了800回实名制了，能不能别让我弄实名制了呀？不能玩就别出了。把你那个英雄联盟重新上线吧，出点皮肤别更换场景了。如果你更换场景，保持原来的形象，所有的东西不要弄得一会儿写高了，一会儿写低了的。你说怎么玩儿吧，你说我那个号挺好的，你咔咔给我捡点血，不是捡点血就加点血，边打边捡血。投诉吐槽。我吐槽这个游戏顶多也就一分一分，一分就一分。都不值了。不相信的话你自己体验一把，什么都别加。刚上来发育就几个装备。装备而且都不全你知道吧，现在改了弄的。,1,0.0010362694300518134,2
24416505,冬瓜皮丶,2021-04-27,vivo X27,,4,dota玩家，一开始对王者无感，后来从游戏属性变为社交属性后，慢慢玩王者成了习惯，就一直玩下去吧。相信王者可以越做越好,1,0.0010362694300518134,8
24416446,官方提示,2021-04-27,小米Redmi K30 Pro,,1,垃圾王者荣耀，什么***匹配机制,0,0.0,2
24416336,。 。,2021-04-27,华为Nova 3,119918.0,2,腾讯游戏，懂得都懂，不否认有优点，但是这个匹配机制就恶心人了，嘴上说没有针对任何一个玩家，实际上连胜就会被制裁，经常就是无脑队友，举报也不成功。给两颗星是为了我这么久时间和充的钱，这个游戏玩玩可以，但是不要太认真，不然气的只能是你自己，不用指望举报系统，那个东西和没有一样,4,0.004145077720207254,4
24416324,gbbb,2021-04-27,Vivo V2072A,,1,吐了，这赛季是个啥玩意，某些玩家素质低不说，还各种挂机，匹配机制搞不懂，连赢更要他命一样，这赛季退了，下赛季再看吧,0,0.0,2
24416207,风清云淡,2021-04-27,荣耀30 ,,5,我觉得还行吧！,0,0.0,10
24416163,樱雪喵,2021-04-27,,4326.0,1,这游戏吧，越做越偷懒，我现在好不容易习惯新赛季的一切光影了，我终究不能习惯给我匹配的队友，歧视的，xsr的，瞧不起人的，玩的菜拿学历当人上人的，口吐芬芳的，玩的菜还怪别人的。我也不是觉得自己多厉害，我菜别人说我都人，你上来问候双亲难不成我还能低声下气的说是是是您说得对？打把游戏开头骂我是情侣的，瞧不起的，一顿骂骂一局的，骂完还开全部骂我，完了对面跟着一块骂我，贬低人的。对人不尊敬的，我不想理你反而蹬鼻子上脸，直接成人身攻击，好一个网络人上人。骂人的太多了，xsr都见过了。球球了，举报系统多少管点用吧，我来打游戏的不是来添堵的，一堆人渣举报还不成功，就算扣分了之后还能答题加回去，隔着玩啥表面安慰啊。,2,0.002072538860103627,2
24415797,江亦辰℡,2021-04-27,小米Redmi K30 Pro,,3,玩中路，就是是个人就能蹭呗。,0,0.0,6
24415455,时间滴话,2021-04-27,,58487.0,3,为什么右上角的商店/设置不能自定义位置？换了个全面屏手机一场团战右手食指能不小心打开三次商店，气的想砸手机了都,0,0.0,6
24415097,小君,2021-04-27,小米MI 9,120001.0,4,国产手游moba发展史：还有s0王者是什么样子。当年国产moba个个都是抄袭，当年手游moba能玩基本都玩了。王者农药对标网易的乱斗西游出的（早期火的乱斗西游可惜到死就是找不到自己产品定位死了），全民超神才是对标自由之战的产品（自由之战平衡，质量不行全民的打不过）。全民超神因为门槛和英雄获取难度，要抽的，还有pve那些恶心要素，给更新了5v5的王者直接干碎。王者农药英雄就靠近战英雄普通攻击为AOE，近战英雄不用麻烦的切敌体验上了一个档次，和除那3个氪金英雄其他英雄都可以肝，慢慢更新平衡完善全靠同行衬托，干碎全民超神直接拿下市场。老手游玩家路过。自由之战告王者只不过是因为王者蒸蒸日上，自由都快没了，眼红在借抄袭舆论发起申讨，可惜自己也是不干净的，之后没了声音，上法庭，后私下解了，开始把抄袭LOL的东西重做。那时腾讯已经百分百控股，叫拳头解决一下是个小事，为啥私了，因为农药那时已经入抄袭舆论风波，不想在把事情闹大，应该是想慢慢装死平息舆论，把那时的长安版本直接砍了，里面有几个素材做成了钟馗，之后开始重做英雄，发展IP价值计划。对了，海外版本农药在上海外服时，腾讯直接叫拳头告了那个先在海外市场占大头市场的无尽对决，为海外版本农药开路。无尽对决是上海一个公司做的，他早期版本里那个对标王者宫本的英雄，大招跟王者旧宫本效果一样，3个技能图标也一样，农药的素材2333，怪不得。可惜国际服农药还是太烂了不温不火，拿不下海外市场，前几年腾讯光子工作室的xxx去拳头洽谈LOL手游，之后合作制作搞出了现在的LOL手游，其实主要目标是海外moba手游市场，并不是国内，国内能恰几分是几分。我自由是因为那时平衡离谱退坑的男刀见面秒，那个飞剑的英雄离谱难反制，几个版本没砍恶心死了，其他那几个moba在同时玩，都是开服玩家，那时我热衷于moba游戏，玩不到电脑LOL就玩手机moba，之后就主玩英雄战迹（农药）和全民，全民超神慢慢也不行了也卸载了，比他们更早的手游moba还有指间刀塔，和刀塔西游，还有混沌与秩序3，还有虚荣，也在玩，指间刀塔坑钱严重，混沌要加速器，高门槛，虚荣内测玩了一段时间关服就没玩了，刀塔西游出了自由之战时退了。最后就剩农药了。平安京（太慢了蛋糕都没了）跟那个时空猎人公司那个moba根本不敌。王者农药s0有3个赛季，一月一个赛季，游戏玩法是3v3那个地图，没有上面的野区，节奏紧凑，英雄没有蓝条，没有装备，升级点被动技能，点大招，没有回家，治疗小技能能开始快速回复70%生命，挨打会打断，不用回家。出门就打架，1人兵线路，2人下面打野，3分钟爆君出生，爆君baff资源至关重要，开局干架干到尾，数值平衡的很好。你能想象韩信当年是打一套就跑那种吗，扁鹊是adc，数值平衡的好，不会出现那种瞬间满血暴毙的情况。那个伤害大数字的ui我挺喜欢可惜改了。项羽和妲己是s0新手英雄，并不是亚瑟和艾琳，安琪拉。项羽原本和妲己是cp，项羽是纣王转世。现在应该是吃书了，所以他才会有轮回之力，张良他们要去杀他，怕纣王复苏。现在应该吃书了，艾琳和亚瑟是cp，那时艾琳是那种女王人设。安琪拉和梅林夺舍融合了，但是她原本本质喜欢亚瑟，夺舍的梅林不喜欢亚瑟，身体喜欢亚瑟意识不喜欢亚瑟的状态？爱慕亚瑟？刘禅喜欢安琪拉的。现在应该都吃书了。宫本武藏鬼武者是有剧情的，平行世界？刺杀徐福失败重伤化身鬼武者以上都已吃书。王者农药的官方典藏集是真的烂，早知不买好了，早期游戏版本制作美工，设定毛都没有，一堆大白话没用的话，给坑了。可惜s1出了5v5后就不管了，不更新了，老数值和一直变动的英雄数值不匹配，核心玩法体验崩坏了。原因，直接删除了原本的升级加技能机制，换成经典moba的商店买装备，治疗技能回复改了，回复巨低，那3v3模式直接废了。现在版本能体验的3v3玩法，是不完整的，崩坏的 。我那时是永恒什么战队，战队第一赛季排名前3的。后面没法天天玩就退战队了。早期中期版本5v5，刺客英雄的天下，adc长期都是提款机，坦克又脆皮，之后版本慢慢更新吊的英雄会给砍爆。弱的会加强。,1,0.0010362694300518134,8
24415067,婷宝贝,2021-04-27,华为荣耀9i,2312.0,5,不知道咋说反正我玩的很难 老是输,1,0.0010362694300518134,10
24415023,简沫,2021-04-27,华为SEA-AL00,,1,上一把败方MVP金牌，这一把金牌也输了，下一把还是输了，这匹配机制真的不是人玩的,0,0.0,2
24414994,Air,2021-04-27,荣耀 V30 Pro,24066.0,2,游戏没有平衡性，玩家很多素质低的，匹配机制也是真的恶心。,1,0.0010362694300518134,4
24409539,耀吹晚风吗,2021-04-27,OPPO Reno3 5G中国版,,4,支持一下，玩了很久的游戏，越玩越觉得好玩，很给力的一款游戏，希望有更多的玩家来玩。,0,0.0,8
24414847,约定,2021-04-27,Vivo iQOO,,1,匹配机制举报机制跟脑残有什么区别,0,0.0,2
24414550,焦糖布丁,2021-04-27,,41785.0,1,可以还我696小时吗,1,0.0010362694300518134,2
24414536,Wang.I,2021-04-27,OPPO R11s,89197.0,5,好玩,0,0.0,10
24413740,手机用户82791358,2021-04-27,华为Honor 10,46918.0,5,好玩,0,0.0,10
15460522,朝来晚别,2021-04-27,华为Nova 3,73131.0,2,匹配机制永远的痛点更新两个G以上昨晚更了一个小时以上，打开觉得怪怪的，有点嗯怎么说？塑料感廉价感？还有点花里胡哨的有点眼花连模拟战都卡爆了，呵呵太占内存了，十个G多，很久没打开过，也一直都不太想玩，卸载好久了,2,0.002072538860103627,4
24413220,波波,2021-04-27,华为GLK-AL00,1045.0,5,这款玩了很久的游戏必须好评，腾讯经典，大写的赞,0,0.0,10
24413008,bad boy,2021-04-27,华为MediaPad M3 Lite,,3,不咋,0,0.0,6
24412960,风花损怎堪瞻,2021-04-27,红米Note 8 Pro,103167.0,1,好可惜,0,0.0,2
24412722,微漠,2021-04-27,小米MIX 3,,2,还我艾琳(｀^),0,0.0,4
24412361,马可,2021-04-27,Vivo V1829A,,3,中等玩家，永远排的好＞打的好，意识大于操作，巅峰队友太搞心态，演员太多了,0,0.0,6
24412328,Svanur,2021-04-27,Vivo V1901K,1869.0,2,明眼人都觉得眼熟但也没什么了鹅厂老操作了，能在手机上做出这种成绩也算它牛逼，画面和角色是越来越精致了，战术也越来越华丽了，甚至华丽的有点太特么过了，一个小团战打起来整个屏幕算是特效，好家伙阿珂上天式增强，不知道谁才是光污染第一人。技能抄袭，角色皮肤抄袭各种抄袭就只想呵呵,4,0.004145077720207254,4
24412252,dingzixuan,2021-04-27,,3454.0,1,玩了这么久，也不知道哪个英雄适合我，每次打排位拿的都是亚瑟，至少从一开始我就是玩的这个，比较熟悉这个，打排位就不会被别人说坑，记得有几次打排位，就有人说拿新手英雄有意思吗？没有英雄就不要来打排位吧！什么什么的，当时吧就非常的无语。所以想说就是有没有比较适合手残党的英雄，不想被骂了,0,0.0,2
24412175,椿,2021-04-27,,117395.0,2,活跃度越高越给你匹配nt队友，活跃度越低越给你匹配zz对手，这还不算那些被没有教养也没亲人的孤儿搞黄的局，举报系统也是个笑话，偶尔玩两把就行了，玩的越多越生气,0,0.0,4
24412076,nameless,2021-04-27,三星Galaxy S20 Ultra 5G,,1,我只希望那些情侣能好好练练技术再来排位吗？除非五排那五局三局都有情侣，英雄池还贼少，能玩点有意义的人物吗？你搁哪上来抢个瑶算什么玩意。我不是看不起瑶，那玩意也得和队友配合的好才行吧。你一个钻石星耀局玩瑶谁和你配合?那队友脑子能对线五五开就不错了怎么玩配合。要意识没意识还玩混子辅助。还有那些人你要真有实力带飞你带个妹子也就算了。玩的跟坨shi一样就别学别人带妹了好不。创个小号陪妹子打打黄金白银局不香吗？现在那钻石星耀简直无语。这王者匹配机制本来就恶心人。你还搁那嚯嚯队友。我真希望以后出一个选择性当对手机制，谁恶心你，你下一局就直接在对面。给一个和队友当对手的机会。我非得把那些恶心人的人打出shi,1,0.0010362694300518134,2
24411824,starts,2021-04-27,,51784.0,3,毁灭吧，连胜就一定匹配全是坑比吗。,0,0.0,6
24411470,雨忌,2021-04-27,OPPO A8,29959.0,1,垃圾游戏 大众低龄向 英雄改动垃圾 匹配机制垃圾,0,0.0,2
24411422,一笑,2021-04-27,华为荣耀20S,,4,哈哈哈哈，好想知道王者评分为啥这么低，我觉得还挺好玩的。,0,0.0,8
24411391,小小雨,2021-04-27,OPPO A9中国版,33385.0,5,不错,0,0.0,10
24411225,╰★皮神在此★╮,2021-04-27,Realme RMX2173,12046.0,1,大哥，不要这么EX我啊，新赛季刚从王者掉到钻石，打了六把晋级赛全输了，我好歹也充了1.2万，给个保底也行啊，本来就1.5小时周六日能玩，求你改一下制度吧，不然真要退游了,3,0.0031088082901554403,2
24411105,Annie,2021-04-27,华为P40 Pro,76515.0,3,哎 氪了大几千非酋玩了一年多还是没有小乔天鹅玩了几千把就学会了骂人吧,0,0.0,6
24410936,神无极与桑陌,2021-04-27,华为 畅享10,120001.0,1,如果可以打0分，我就打0分。我反馈了好多次，一次都没有恢复。玩一次啊，退出一次玩一次被强制退出。一直是你玩原生，都是一直线上都没被退出过。也没卡过。一玩这个王者荣耀。进去就是个460。,0,0.0,2
24410721,血色残阳,2021-04-27,小米MIX 3,11001.0,2,我想问一下，大家打排位时，自己队友只要有叫违规昵称加字母的就输啊，我怀疑那是电脑，不打团，别人来抓只会战撸，从不操作，召唤师技能从来不用！！！,0,0.0,4
24410543,:(,2021-04-27,,,4,游戏很棒，但是总觉得连胜多了后面，就会匹配到脑残的队友，这种我不太能接受，明明自己很厉害，但是却一直输一直输一直输，玩游戏变成了一件很让人生气的事，更有一些人进来就开始说输了好多把要开始演真的接受不了这种。 以前还觉得小孩子们可以玩游戏，玩这个游戏以后发现小孩子可能小脑发育真的不完全，脑残就不要玩了，真的，非常影响别的玩家的游戏体验。然后希望游戏挂机送人头骂人什么的惩罚机制更严一点不然大家都很无所谓，举报了也没有带来什么实质性的损失和起到一些惩罚。,1,0.0010362694300518134,8
24410369,缈雾,2021-04-27,华为P40 Pro,17614.0,5,游戏不错，在下闲暇时候可以玩一玩来吧发吧发时间,0,0.0,10
24410296,猫不理狗,2021-04-27,,32024.0,1,最近老匹配到些阿毛阿狗，打的我都没脾气了，排位一直连输，呜呜呜呜,0,0.0,2
24410054,☆,2021-04-27,Vivo V1932A,41012.0,1,护卫队有什么屁用啊，选个百里打团直接少一个人，搁后面瞄瞄瞄，一点用没有，举报还不成功,1,0.0010362694300518134,2
24410013,,2021-04-27,小米M2007J17C,,1,匹配机制太恶心了,1,0.0010362694300518134,2
24409662,52Hertz,2021-04-27,小米Redmi K30 Pro,120001.0,4,给四星吧，手机游戏玩的最久的游戏，有优点，同时也有缺点。,0,0.0,8
24409558,卖女孩的小火柴,2021-04-27,小米M2007J17C,,4,我来看我玩了多久。,0,0.0,8
24409525,Agoni*,2021-04-27,华为荣耀20Pro,47381.0,5,很好,0,0.0,10
24409372,窃·格瓦拉·D·周某,2021-04-27,魅族16 X,,1,s4开始玩的，玩不明白这个游戏了，随随便便玩的就能混上王者，努力练刺客打野没什么用了，干脆都去玩亚瑟打野，程咬金打野得了，高风险，高回报也没了，策划无脑削元歌，露娜，马超等高操作英雄。以后就都去玩妲己鲁班后羿得了，秀什么操作啊？匹配也是机制真的拉垮，懂的都懂。就想着恰烂钱的lj游戏。,0,0.0,2
24409235,柚稚.,2021-04-27,Vivo Y93标准版64G,,3,好玩是好玩，但是总是遇到坑货，赢一把输十把的。,0,0.0,6
24408832,我爱迪迦,2021-04-27,Vivo Y85A,,3,这个游戏很好，但是主要是游戏匹配机制真的让人恶心，还有就是那什么隐藏分。三分给游戏设计,0,0.0,6
23461506,手机用户35147230,2021-04-27,华为HONOR 20,,1,后台控制你的胜率不是你技术不行而是你被控制了,1,0.0010362694300518134,2
24408754,不良 ℡╮夜空に,2021-04-27,,,3,我并不想多说什么，只是感慨一下最近回归玩游戏的感受。首先，我觉得游戏的氛围是真的不行了，可能是低龄化的原因，总之比以前差多了，我拿一个我印象深刻的例子说一下我玩老夫子上单，开局我和中路在上路拿了俩头，中路也就很顺的开局了，后面他们在中下路开团，就因为凯抢不到人头从而有点微词。凯是打野，中路是高渐离，不说别的，开团高渐离拿到人头很正常，而你凯还不是后期，人头还想抢到多少，结果他就一直揪着不放，甚至到了后面还一直站在那送人头。所以我就叫队友一起举报，顺便也请对面帮一下，本来就想着能清理一下游戏害虫，结果对面却有：凯给他们送人头，为什么举报他。这种想法，还在不停挑衅。这让我很是失望，最后虽然是我赢了，但可以的话，我宁愿输了，只求不再遇到这种玩家。因为刚回流，钻石局排位，可能你们觉得有点以偏概全，只是因为碰到了小学生而已，但我却认为我初一的堂弟都能到王者，什么段位没有小学生？虽说钻石，星耀是受众最多的段位，但我最近玩了不说也有十几二十把了，但是，我很失望。,0,0.0,6
24408738,天宇,2021-04-27,,33925.0,4,如今不同以往那么热爱了,0,0.0,8
24408721,热气球,2021-04-27,华为 nova 7 Pro 5G,114802.0,1,法强百里守约举报不成功，王者客服棒棒,0,0.0,2
24408572,不想补尾款的念,2021-04-27,Smartisan OS103,62314.0,4,咋说也玩了一年多啦，来吐槽吐槽最高也就王者三十多星巅峰一千五（我知道我很菜）当时身边朋友都在打王者，我一个玩第五人格的也不好不合群，为了方便与朋友聊共同话题，下载了一个。现在第五人格淡游了，迷上了王者。第一点，他那个屏蔽词真的很厉害的，前一段时间不是什么数字1也被屏蔽了嘛，平常和队友正常交流也会被屏蔽啥的，搞得我挺尴尬的。第二点，我真的挺希望王者在玩家隐身时顺便把对外的战绩关了，有次我一个人玩的时候朋友忽然给我发了个你咋开隐身在线，不是一般的尴尬好叭（扶额）第三点，有些时候那匹配机制真就好像有那个大病！（说过了说过了）我王者十五星给我排到快荣耀的，可气到我了，对面直接乱杀我，我风暴哭泣好吧，直接删了游戏（第二天骂骂咧咧下回来）第四点，那个举报机制啊，我希望可以再准确点，有些时候真的碰到憨批的队友王者可以分得清什么叫正确游戏什么叫演员，十次举报能有五次举报不成功（猛男哭泣）当然啦，毕竟这游戏陪伴我挺久的，我几乎每天都会上线，游戏玩法 皮肤 还有很多很多的地方我都挺满意的。打四星是真的很喜欢这个游戏，少的一星就少在上面那几点吧，其他也有挺多吐槽的，但基本上都是些小事情，不妨碍我啥的，蛮棒的啦,2,0.002072538860103627,8
24408571,颜子-薄荷-旺财,2021-04-27,华为Nova 3,80339.0,5,王者荣耀我玩了十几个赛季了，着迷的不行，每天不是在和舍友开黑，就是在和舍友开黑的路上，五星大顶,0,0.0,10
24408406,,2021-04-27,小米 Redmi 9,39105.0,1,哎，不好玩啊,0,0.0,2
24408230,安安稳稳,2021-04-27,小米M2007J17C,77140.0,1,匹配机制太***，没脑子玩什么游戏，纳闷了，咋上的分呢,0,0.0,2
24408134,失踪人口,2021-04-27,,71329.0,5,开心就好,0,0.0,10
24408036,江湖小虾米,2021-04-27,华为 nova 7 Pro 5G,,1,支持多元创新，抵制抄袭垄断,2,0.002072538860103627,2
23508055,舟遥,2021-04-27,华为 荣耀Play 4T Pro,13191.0,3,不好玩了，环境差，皮肤丑,2,0.002072538860103627,6
20525830,GOOD,2021-04-27,,,2,排位不平衡，总有坑队友的人,0,0.0,4
24406745,吸露之群,2021-04-27,小米Redmi K30,,2,社交游戏罢了,1,0.0010362694300518134,4
24406652,ノート館の大賢者,2021-04-27,小米Mi 11,,1,***玩意，就你这垃圾优化，恶心，恶心呐，一分都不想给你打，恶心呐,1,0.0010362694300518134,2
24406580,明月歌儿,2021-04-27,小米 Redmi K30S,,1,游戏不错，但是鹅厂嘛,1,0.0010362694300518134,2
24406396,手机用户17779793,2021-04-27,一加手机8,,1,账号都不是我的了，我都变成打工仔了，所以给你一星,1,0.0010362694300518134,2
24406315,  .℃ ,2021-04-27,荣耀 V30 Pro,,3,画质一直在提升，五年老玩家了，但是匹配机制太有问题了,0,0.0,6
24406217,念人亦、,2021-04-27,华为EBG-AN00,25168.0,1,阴阳师，真尼玛好玩，欢迎各位王者玩家转战阴阳师！,0,0.002072538860103627,2
24406200,Jug,2021-04-27,小米Mi 10 Lite Zoom,756.0,1,匹配机制和ch的妈一样离谱,1,0.0010362694300518134,2
24406053,三年零一个礼拜,2021-04-27,小米Mi 10,,2,这游戏匹配机制，算了吧，晋级赛给我安排奇奇怪怪的队友，后悔充那么多钱进去了，还是卸载了，玩是挺好玩的，但是也挺浪费生命的。失望,2,0.002072538860103627,4
24405793,hg,2021-04-27,Vivo V2020A,,5,很好的一款竞技类的游戏S3玩到现在，一路王者走过来，给游戏点赞。,1,0.0010362694300518134,10
24405758,HED,2021-04-27,Redmi K30 Ultra,55897.0,3,众所周知王者是个社交游戏，我们需要共同的话题，王者恰如和QQ微信一样，用户量大，圈子大，玩家和玩家之间的对局游戏，分享英雄攻，略打法思路，也算是国民级游戏了，游戏机制问题老早就有了，也为了照顾所有玩家，不让一部分真菜玩家体验输输输，也不让高端玩家体验连胜，游戏算是在国内没有同行可以打了。站在行业金字塔顶也希望走的好点,1,0.0010362694300518134,6
24405756,咖啡不加糖,2021-04-27,Redmi K30 Ultra,,1,没啥好说的，匹配机制司马就行了，恶心人，智障策划,1,0.0010362694300518134,2
24362798,口吅品,2021-04-27,,,5,王者荣耀可以说是被作为一种全民游戏所存在吧，有人对它反感、有人对它喜爱不已、有人对它保持冷静等等，总之各种态度都能看见，而我认为看待王者荣耀则应该是一种辩证的态度吧，既不过分宣扬也不反对。我认为这并不是没有态度，墙头草，而是只有辩证的看待一样事物你才能做得更好。一、对于我来说，它只是一款游戏如果平日对王者进去游戏之前的腾讯游戏有所留意的人都会看到，它旁边写着一句标语：用心创造快乐，我想这应该可以说是腾讯游戏的宗旨把，就是用心创造快乐。从商业的角度来说，他们只是为了打造一款人人喜欢的游戏，而不是想让我们把游戏看做生活。所以，对于我来说，王者荣耀就是一款游戏，仅仅是作为我生活中的一小部分存在。当然啦，对我来说它是这样的存在，但也有人靠它谋生，我觉得这就另当别论了。最近看到一个新闻就是说，一个新华女主播为游戏做主播，对于她来说，游戏可能就是她的谋生手段之一了；而像一些职业选手也一样，他们可能没日没夜的练习，可是这却是无可避免的。我想：如果你没有把游戏当做你谋生的手段，就不要过分的沉迷游戏。因为它只能作为游戏存在你的生活里，而你的生活除了游戏还有更精彩的存在。,0,0.002072538860103627,10
24405707,KillerD,2021-04-27,Vivo IQOO Neo3,120001.0,1,辣鸡王者，已卸载,0,0.0,2
24405641,我[爱心]弓长张,2021-04-27,小米MI 8,,4,总体来说没什么问题。朋友开黑神器。还是很不错的游戏,0,0.0,8
24405587,动情书生,2021-04-27,小米Redmi K40,18551.0,3,目前，对于王者荣耀能够火爆全国的原因都有一个比较统一的解释:得益于腾讯的用户基数。当然，这个观点并没有错，但是总有一种酸酸的感觉。我个人总结认为，王者荣耀成功很大程度满足了当时许多游戏玩家的随时随地开一把5v5团战的需求。,0,0.0,6
24405483,惰,2021-04-27,华为畅享10 Plus,9629.0,3,讲真游戏匹配机制做的真恶心，渡劫真就不可能,0,0.0,6
